,cust_id,recency,frequency,monetary,basket_size,r,f,m,grade,rfm,score,level
4982,17328.0,680,1,104.7,104.7,1,1,1,d,111,3,bronze
4983,17329.0,21,5,1004.43,200.89,4,3,3,c,433,10,gold
4984,17330.0,29,4,423.8,105.95,4,2,2,d,422,8,gold
4985,17331.0,130,1,175.2,175.2,2,1,1,c,211,4,bronze
4986,17332.0,535,5,838.27,167.65,1,3,2,c,132,6,silver
4987,17333.0,92,1,494.25,494.25,3,1,2,a,312,6,silver
4988,17334.0,308,4,634.73,158.68,2,2,2,c,222,6,silver
4989,17335.0,390,2,508.0,254.0,1,1,2,b,112,4,bronze
4990,17336.0,479,1,81.12,81.12,1,1,1,d,111,3,bronze
4991,17337.0,158,7,1944.32,277.76,2,3,3,b,233,8,gold
4992,17338.0,24,20,12036.57,601.83,4,4,4,a,444,12,platinum
4993,17339.0,101,4,303.36,75.84,3,2,1,d,321,6,silver
4994,17340.0,16,30,21411.64,713.72,4,4,4,a,444,12,platinum
4995,17341.0,163,5,1889.83,377.97,2,3,3,a,233,8,gold
4996,17342.0,381,7,1155.84,165.12,2,3,3,c,233,8,gold
4997,17343.0,362,6,1259.94,209.99,2,3,3,c,233,8,gold
4998,17344.0,53,3,454.61,151.54,3,2,2,c,322,7,silver
4999,17345.0,22,12,1484.38,123.7,4,4,3,d,443,11,platinum
5000,17346.0,10,27,5258.02,194.74,4,4,4,c,444,12,platinum
5001,17347.0,93,1,228.96,228.96,3,1,1,c,311,5,bronze
5002,17348.0,21,9,2476.41,275.16,4,4,4,b,444,12,platinum
5003,17349.0,186,5,852.25,170.45,2,3,3,c,233,8,gold
5004,17350.0,15,8,1876.16,234.52,4,3,3,b,433,10,gold
5005,17351.0,43,12,1988.23,165.69,3,4,3,c,343,10,gold
5006,17352.0,703,1,36.25,36.25,1,1,1,d,111,3,bronze
5007,17353.0,136,7,3155.55,450.79,2,3,4,a,234,9,gold
5008,17354.0,57,4,3143.46,785.87,3,2,4,a,324,9,gold
5009,17355.0,393,1,285.11,285.11,1,1,1,b,111,3,bronze
5010,17356.0,318,5,946.47,189.29,2,3,3,c,233,8,gold
5011,17357.0,31,2,388.14,194.07,4,1,2,c,412,7,silver
5012,17358.0,310,5,866.05,173.21,2,3,3,c,233,8,gold
5013,17359.0,18,2,284.46,142.23,4,1,1,d,411,6,silver
5014,17360.0,24,7,1201.43,171.63,4,3,3,c,433,10,gold
5015,17361.0,56,5,880.64,176.13,3,3,3,c,333,9,gold
5016,17362.0,246,8,1010.54,126.32,2,3,3,d,233,8,gold
5017,17363.0,402,3,940.86,313.62,1,2,3,b,123,6,silver
5018,17364.0,7,31,11684.55,376.92,4,4,4,a,444,12,platinum
5019,17365.0,19,16,8205.83,512.86,4,4,4,a,444,12,platinum
5020,17366.0,399,3,1094.59,364.86,1,2,3,a,123,6,silver
5021,17367.0,245,1,168.4,168.4,2,1,1,c,211,4,bronze
5022,17368.0,30,16,2213.24,138.33,4,4,4,d,444,12,platinum
5023,17369.0,462,1,979.2,979.2,1,1,3,a,113,5,bronze
5024,17370.0,79,4,446.18,111.54,3,2,2,d,322,7,silver
5025,17371.0,24,6,662.55,110.43,4,3,2,d,432,9,gold
5026,17372.0,47,31,4325.43,139.53,3,4,4,d,344,11,platinum
5027,17373.0,47,7,1167.5,166.79,3,3,3,c,333,9,gold
5028,17374.0,225,4,711.21,177.8,2,2,2,c,222,6,silver
5029,17375.0,197,5,632.95,126.59,2,3,2,d,232,7,silver
5030,17376.0,77,4,453.64,113.41,3,2,2,d,322,7,silver
5031,17377.0,30,91,17851.41,196.17,4,4,4,c,444,12,platinum
5032,17378.0,381,2,0.0,0.0,2,1,1,d,211,4,bronze
5033,17379.0,18,1,404.66,404.66,4,1,2,a,412,7,silver
5034,17380.0,441,4,643.75,160.94,1,2,2,c,122,5,bronze
5035,17381.0,15,39,39999.19,1025.62,4,4,4,a,444,12,platinum
5036,17382.0,72,8,902.28,112.79,3,3,3,d,333,9,gold
5037,17383.0,11,2,309.99,154.99,4,1,1,c,411,6,silver
5038,17384.0,26,3,507.55,169.18,4,2,2,c,422,8,gold
5039,17385.0,21,1,261.11,261.11,4,1,1,b,411,6,silver
5040,17386.0,14,7,2812.77,401.82,4,3,4,a,434,11,platinum
5041,17387.0,26,2,784.11,392.06,4,1,2,a,412,7,silver
5042,17388.0,84,11,2691.57,244.69,3,4,4,b,344,11,platinum
5043,17389.0,7,77,54587.03,708.92,4,4,4,a,444,12,platinum
5044,17390.0,427,1,149.3,149.3,1,1,1,d,111,3,bronze
5045,17391.0,170,2,508.8,254.4,2,1,2,b,212,5,bronze
5046,17392.0,313,3,626.56,208.85,2,2,2,c,222,6,silver
5047,17393.0,417,2,381.15,190.57,1,1,2,c,112,4,bronze
5048,17394.0,226,1,203.87,203.87,2,1,1,c,211,4,bronze
5049,17395.0,515,1,97.5,97.5,1,1,1,d,111,3,bronze
5050,17396.0,46,16,8529.6,533.1,3,4,4,a,344,11,platinum
5051,17397.0,29,3,1233.18,411.06,4,2,3,a,423,9,gold
5052,17398.0,121,3,653.38,217.79,2,2,2,c,222,6,silver
5053,17399.0,547,1,-25111.09,-25111.09,1,1,1,d,111,3,bronze
5054,17400.0,133,8,4677.05,584.63,2,3,4,a,234,9,gold
5055,17401.0,548,1,114.85,114.85,1,1,1,d,111,3,bronze
5056,17402.0,11,26,5047.08,194.12,4,4,4,c,444,12,platinum
5057,17403.0,43,2,400.57,200.29,3,1,2,c,312,6,silver
5058,17404.0,11,28,46006.82,1643.1,4,4,4,a,444,12,platinum
5059,17405.0,8,5,967.22,193.44,4,3,3,c,433,10,gold
5060,17406.0,337,18,4592.1,255.12,2,4,4,b,244,10,gold
5061,17407.0,418,1,552.9,552.9,1,1,2,a,112,4,bronze
5062,17408.0,170,4,164.89,41.22,2,2,1,d,221,5,bronze
5063,17409.0,191,10,7793.51,779.35,2,4,4,a,244,10,gold
5064,17410.0,23,5,1214.72,242.94,4,3,3,b,433,10,gold
5065,17411.0,19,9,1286.53,142.95,4,4,3,d,443,11,platinum
5066,17412.0,9,19,4384.98,230.79,4,4,4,c,444,12,platinum
5067,17413.0,411,2,560.14,280.07,1,1,2,b,112,4,bronze
5068,17414.0,50,6,2249.52,374.92,3,3,4,a,334,10,gold
5069,17415.0,86,1,507.84,507.84,3,1,2,a,312,6,silver
5070,17416.0,36,25,17221.47,688.86,3,4,4,a,344,11,platinum
5071,17417.0,555,1,164.18,164.18,1,1,1,c,111,3,bronze
5072,17418.0,49,3,670.06,223.35,3,2,2,c,322,7,silver
5073,17419.0,18,20,6474.92,323.75,4,4,4,b,444,12,platinum
5074,17420.0,57,8,1074.53,134.32,3,3,3,d,333,9,gold
5075,17421.0,393,3,1059.41,353.14,1,2,3,b,123,6,silver
5076,17422.0,23,20,3341.65,167.08,4,4,4,c,444,12,platinum
5077,17423.0,52,5,1084.17,216.83,3,3,3,c,333,9,gold
5078,17424.0,435,1,-176.96,-176.96,1,1,1,d,111,3,bronze
5079,17425.0,26,2,759.17,379.58,4,1,2,a,412,7,silver
5080,17426.0,11,17,7606.37,447.43,4,4,4,a,444,12,platinum
5081,17427.0,78,1,100.8,100.8,3,1,1,d,311,5,bronze
5082,17428.0,7,51,31238.06,612.51,4,4,4,a,444,12,platinum
5083,17429.0,127,7,1342.16,191.74,2,3,3,c,233,8,gold
5084,17430.0,39,4,735.17,183.79,3,2,2,c,322,7,silver
5085,17431.0,320,1,403.3,403.3,2,1,2,a,212,5,bronze
5086,17432.0,25,9,1751.39,194.6,4,4,3,c,443,11,platinum
5087,17433.0,95,2,569.96,284.98,3,1,2,b,312,6,silver
5088,17434.0,9,9,2333.42,259.27,4,4,4,b,444,12,platinum
5089,17435.0,418,1,331.35,331.35,1,1,2,b,112,4,bronze
5090,17436.0,8,7,521.31,74.47,4,3,2,d,432,9,gold
5091,17437.0,536,1,373.17,373.17,1,1,2,a,112,4,bronze
5092,17438.0,254,6,1412.62,235.44,2,3,3,b,233,8,gold
5093,17439.0,662,1,325.74,325.74,1,1,2,b,112,4,bronze
5094,17440.0,154,6,314.26,52.38,2,3,1,d,231,6,silver
5095,17441.0,739,1,293.35,293.35,1,1,1,b,111,3,bronze
5096,17442.0,36,23,4500.7,195.68,3,4,4,c,344,11,platinum
5097,17443.0,226,1,534.24,534.24,2,1,2,a,212,5,bronze
5098,17444.0,154,3,2940.04,980.01,2,2,4,a,224,8,gold
5099,17445.0,637,1,-506.51,-506.51,1,1,1,d,111,3,bronze
5100,17446.0,183,2,120.9,60.45,2,1,1,d,211,4,bronze
5101,17447.0,47,2,541.53,270.76,3,1,2,b,312,6,silver
5102,17448.0,151,54,10192.73,188.75,2,4,4,c,244,10,gold
5103,17449.0,9,14,4935.15,352.51,4,4,4,b,444,12,platinum
5104,17450.0,15,61,233579.39,3829.17,4,4,4,a,444,12,platinum
5105,17451.0,8,10,1648.95,164.9,4,4,3,c,443,11,platinum
5106,17452.0,610,1,-227.28,-227.28,1,1,1,d,111,3,bronze
5107,17453.0,24,2,486.72,243.36,4,1,2,b,412,7,silver
5108,17454.0,199,11,1532.64,139.33,2,4,3,d,243,9,gold
5109,17455.0,210,1,131.7,131.7,2,1,1,d,211,4,bronze
5110,17456.0,372,2,1225.42,612.71,2,1,3,a,213,6,silver
5111,17457.0,133,18,5799.01,322.17,2,4,4,b,244,10,gold
5112,17458.0,22,2,529.58,264.79,4,1,2,b,412,7,silver
5113,17459.0,50,2,657.3,328.65,3,1,2,b,312,6,silver
5114,17460.0,85,21,2007.4,95.59,3,4,3,d,343,10,gold
5115,17461.0,29,3,757.46,252.49,4,2,2,b,422,8,gold
5116,17462.0,58,3,662.94,220.98,3,2,2,c,322,7,silver
5117,17463.0,23,9,2537.91,281.99,4,4,4,b,444,12,platinum
5118,17464.0,165,4,879.74,219.93,2,2,3,c,223,7,silver
5119,17465.0,432,9,2533.64,281.52,1,4,4,b,144,9,gold
5120,17466.0,17,2,763.28,381.64,4,1,2,a,412,7,silver
5121,17467.0,402,1,102.6,102.6,1,1,1,d,111,3,bronze
5122,17468.0,17,3,194.8,64.93,4,2,1,d,421,7,silver
5123,17469.0,23,22,4958.34,225.38,4,4,4,c,444,12,platinum
5124,17470.0,51,11,2804.87,254.99,3,4,4,b,344,11,platinum
5125,17471.0,481,1,321.65,321.65,1,1,1,b,111,3,bronze
5126,17472.0,198,4,935.1,233.78,2,2,3,b,223,7,silver
5127,17473.0,408,3,592.15,197.38,1,2,2,c,122,5,bronze
5128,17474.0,606,1,1047.0,1047.0,1,1,3,a,113,5,bronze
5129,17475.0,86,1,194.37,194.37,3,1,1,c,311,5,bronze
5130,17476.0,400,4,446.51,111.63,1,2,2,d,122,5,bronze
5131,17477.0,619,5,1079.0,215.8,1,3,3,c,133,7,silver
5132,17478.0,415,2,1272.8,636.4,1,1,3,a,113,5,bronze
5133,17479.0,639,1,389.26,389.26,1,1,2,a,112,4,bronze
5134,17480.0,80,3,896.72,298.91,3,2,3,b,323,8,gold
5135,17481.0,10,5,1249.34,249.87,4,3,3,b,433,10,gold
5136,17482.0,494,2,778.19,389.1,1,1,2,a,112,4,bronze
5137,17483.0,72,4,591.73,147.93,3,2,2,d,322,7,silver
5138,17484.0,583,2,209.57,104.78,1,1,1,d,111,3,bronze
5139,17485.0,745,1,-29.55,-29.55,1,1,1,d,111,3,bronze
5140,17486.0,268,1,396.87,396.87,2,1,2,a,212,5,bronze
5141,17487.0,735,1,160.55,160.55,1,1,1,c,111,3,bronze
5142,17488.0,648,1,336.5,336.5,1,1,2,b,112,4,bronze
5143,17489.0,65,2,376.64,188.32,3,1,2,c,312,6,silver
5144,17490.0,7,13,2585.06,198.85,4,4,4,c,444,12,platinum
5145,17491.0,8,18,5964.12,331.34,4,4,4,b,444,12,platinum
5146,17492.0,255,3,1122.42,374.14,2,2,3,a,223,7,silver
5147,17493.0,392,1,100.91,100.91,1,1,1,d,111,3,bronze
5148,17494.0,508,1,54.7,54.7,1,1,1,d,111,3,bronze
5149,17495.0,14,4,759.07,189.77,4,2,2,c,422,8,gold
5150,17496.0,365,5,1385.89,277.18,2,3,3,b,233,8,gold
5151,17497.0,397,2,287.25,143.62,1,1,1,d,111,3,bronze
5152,17498.0,82,1,272.22,272.22,3,1,1,b,311,5,bronze
5153,17499.0,296,3,1296.84,432.28,2,2,3,a,223,7,silver
5154,17500.0,24,3,1138.0,379.33,4,2,3,a,423,9,gold
5155,17501.0,227,2,288.6,144.3,2,1,1,d,211,4,bronze
5156,17502.0,16,4,689.1,172.27,4,2,2,c,422,8,gold
5157,17503.0,9,2,558.96,279.48,4,1,2,b,412,7,silver
5158,17504.0,213,19,9313.37,490.18,2,4,4,a,244,10,gold
5159,17505.0,168,5,2435.48,487.1,2,3,4,a,234,9,gold
5160,17506.0,77,2,294.29,147.14,3,1,1,d,311,5,bronze
5161,17507.0,268,2,605.58,302.79,2,1,2,b,212,5,bronze
5162,17508.0,287,9,4546.78,505.2,2,4,4,a,244,10,gold
5163,17509.0,64,11,6100.74,554.61,3,4,4,a,344,11,platinum
5164,17510.0,31,2,514.56,257.28,4,1,2,b,412,7,silver
5165,17511.0,9,85,171885.98,2022.19,4,4,4,a,444,12,platinum
5166,17512.0,35,20,5432.27,271.61,3,4,4,b,344,11,platinum
5167,17513.0,79,3,1158.8,386.27,3,2,3,a,323,8,gold
5168,17514.0,135,2,542.83,271.42,2,1,2,b,212,5,bronze
5169,17515.0,38,9,1617.46,179.72,3,4,3,c,343,10,gold
5170,17516.0,22,6,957.55,159.59,4,3,3,c,433,10,gold
5171,17517.0,315,1,153.94,153.94,2,1,1,c,211,4,bronze
5172,17518.0,432,2,329.42,164.71,1,1,2,c,112,4,bronze
5173,17519.0,24,17,5102.8,300.16,4,4,4,b,444,12,platinum
5174,17520.0,60,1,546.81,546.81,3,1,2,a,312,6,silver
5175,17521.0,31,6,1276.81,212.8,4,3,3,c,433,10,gold
5176,17522.0,8,5,1070.71,214.14,4,3,3,c,433,10,gold
5177,17523.0,18,4,652.74,163.19,4,2,2,c,422,8,gold
5178,17524.0,368,4,508.9,127.22,2,2,2,d,222,6,silver
5179,17525.0,366,3,1161.9,387.3,2,2,3,a,223,7,silver
5180,17526.0,8,16,3676.84,229.8,4,4,4,c,444,12,platinum
5181,17527.0,60,6,888.86,148.14,3,3,3,d,333,9,gold
5182,17528.0,8,11,3540.1,321.83,4,4,4,b,444,12,platinum
5183,17529.0,617,2,1240.25,620.13,1,1,3,a,113,5,bronze
5184,17530.0,8,13,3140.56,241.58,4,4,4,b,444,12,platinum
5185,17531.0,127,9,1191.22,132.36,2,4,3,d,243,9,gold
5186,17532.0,392,1,65.34,65.34,1,1,1,d,111,3,bronze
5187,17533.0,441,1,34.8,34.8,1,1,1,d,111,3,bronze
5188,17534.0,60,5,1668.83,333.77,3,3,3,b,333,9,gold
5189,17535.0,287,1,164.4,164.4,2,1,1,c,211,4,bronze
5190,17536.0,184,3,364.83,121.61,2,2,2,d,222,6,silver
5191,17537.0,36,2,897.62,448.81,3,1,3,a,313,7,silver
5192,17538.0,32,1,98.42,98.42,3,1,1,d,311,5,bronze
5193,17539.0,624,7,1047.07,149.58,1,3,3,d,133,7,silver
5194,17540.0,15,7,1582.1,226.01,4,3,3,c,433,10,gold
5195,17541.0,516,1,124.46,124.46,1,1,1,d,111,3,bronze
5196,17542.0,276,3,341.7,113.9,2,2,2,d,222,6,silver
5197,17543.0,556,1,120.05,120.05,1,1,1,d,111,3,bronze
5198,17544.0,397,3,960.69,320.23,1,2,3,b,123,6,silver
5199,17545.0,50,6,1448.54,241.42,3,3,3,b,333,9,gold
5200,17546.0,553,1,-648.05,-648.05,1,1,1,d,111,3,bronze
5201,17547.0,379,4,680.55,170.14,2,2,2,c,222,6,silver
5202,17548.0,224,6,345.0,57.5,2,3,2,d,232,7,silver
5203,17549.0,30,2,148.86,74.43,4,1,1,d,411,6,silver
5204,17550.0,204,10,2206.54,220.65,2,4,4,c,244,10,gold
5205,17551.0,366,1,306.84,306.84,2,1,1,b,211,4,bronze
5206,17552.0,49,16,3039.2,189.95,3,4,4,c,344,11,platinum
5207,17553.0,136,4,3757.6,939.4,2,2,4,a,224,8,gold
5208,17554.0,8,5,1952.45,390.49,4,3,3,a,433,10,gold
5209,17555.0,26,5,1057.74,211.55,4,3,3,c,433,10,gold
5210,17556.0,212,2,300.67,150.34,2,1,1,d,211,4,bronze
5211,17557.0,21,4,575.46,143.86,4,2,2,d,422,8,gold
5212,17558.0,400,1,259.17,259.17,1,1,1,b,111,3,bronze
5213,17559.0,519,1,167.62,167.62,1,1,1,c,111,3,bronze
5214,17560.0,101,9,1895.8,210.64,3,4,3,c,343,10,gold
5215,17561.0,26,4,722.34,180.59,4,2,2,c,422,8,gold
5216,17562.0,21,8,1107.38,138.42,4,3,3,d,433,10,gold
5217,17563.0,585,5,309.28,61.86,1,3,1,d,131,5,bronze
5218,17564.0,31,3,454.01,151.34,4,2,2,c,422,8,gold
5219,17565.0,593,1,131.83,131.83,1,1,1,d,111,3,bronze
5220,17566.0,15,2,901.21,450.61,4,1,3,a,413,8,gold
5221,17567.0,14,11,5037.11,457.92,4,4,4,a,444,12,platinum
5222,17568.0,640,1,382.79,382.79,1,1,2,a,112,4,bronze
5223,17569.0,339,1,344.14,344.14,2,1,2,b,212,5,bronze
5224,17570.0,388,2,0.0,0.0,2,1,1,d,211,4,bronze
5225,17571.0,57,5,1703.75,340.75,3,3,3,b,333,9,gold
5226,17572.0,78,10,723.01,72.3,3,4,2,d,342,9,gold
5227,17573.0,36,4,362.9,90.72,3,2,2,d,322,7,silver
5228,17574.0,249,1,185.65,185.65,2,1,1,c,211,4,bronze
5229,17575.0,674,1,171.7,171.7,1,1,1,c,111,3,bronze
5230,17576.0,15,45,8885.66,197.46,4,4,4,c,444,12,platinum
5231,17577.0,652,2,348.75,174.37,1,1,2,c,112,4,bronze
5232,17578.0,197,10,1003.73,100.37,2,4,3,d,243,9,gold
5233,17579.0,11,5,744.58,148.92,4,3,2,d,432,9,gold
5234,17580.0,259,5,545.27,109.05,2,3,2,d,232,7,silver
5235,17581.0,7,53,18247.47,344.29,4,4,4,b,444,12,platinum
5236,17582.0,243,6,1433.7,238.95,2,3,3,b,233,8,gold
5237,17583.0,567,1,135.95,135.95,1,1,1,d,111,3,bronze
5238,17584.0,14,7,5294.42,756.35,4,3,4,a,434,11,platinum
5239,17585.0,116,7,2093.3,299.04,2,3,3,b,233,8,gold
5240,17586.0,626,1,167.4,167.4,1,1,1,c,111,3,bronze
5241,17587.0,635,1,181.66,181.66,1,1,1,c,111,3,bronze
5242,17588.0,107,9,2901.65,322.41,2,4,4,b,244,10,gold
5243,17589.0,67,21,13904.82,662.13,3,4,4,a,344,11,platinum
5244,17590.0,9,3,1479.22,493.07,4,2,3,a,423,9,gold
5245,17591.0,80,9,2765.72,307.3,3,4,4,b,344,11,platinum
5246,17592.0,745,2,-0.0,-0.0,1,1,1,d,111,3,bronze
5247,17593.0,10,15,8044.0,536.27,4,4,4,a,444,12,platinum
5248,17594.0,92,4,2497.88,624.47,3,2,4,a,324,9,gold
5249,17595.0,19,2,388.79,194.4,4,1,2,c,412,7,silver
5250,17596.0,30,14,4907.32,350.52,4,4,4,b,444,12,platinum
5251,17597.0,220,7,3425.29,489.33,2,3,4,a,234,9,gold
5252,17598.0,388,1,409.98,409.98,2,1,2,a,212,5,bronze
5253,17599.0,471,3,44.55,14.85,1,2,1,d,121,4,bronze
5254,17600.0,24,1,161.67,161.67,4,1,1,c,411,6,silver
5255,17601.0,246,2,421.48,210.74,2,1,2,c,212,5,bronze
5256,17602.0,9,18,7337.43,407.64,4,4,4,a,444,12,platinum
5257,17603.0,57,11,120.01,10.91,3,4,1,d,341,8,gold
5258,17604.0,224,6,945.93,157.66,2,3,3,c,233,8,gold
5259,17605.0,597,1,160.75,160.75,1,1,1,c,111,3,bronze
5260,17606.0,744,1,87.3,87.3,1,1,1,d,111,3,bronze
5261,17607.0,383,1,333.81,333.81,2,1,2,b,212,5,bronze
5262,17608.0,40,4,498.53,124.63,3,2,2,d,322,7,silver
5263,17609.0,47,14,1758.99,125.64,3,4,3,d,343,10,gold
5264,17610.0,547,8,1427.84,178.48,1,3,3,c,133,7,silver
5265,17611.0,10,35,8205.38,234.44,4,4,4,b,444,12,platinum
5266,17612.0,60,32,5156.14,161.13,3,4,4,c,344,11,platinum
5267,17613.0,29,17,4509.37,265.26,4,4,4,b,444,12,platinum
5268,17614.0,64,1,390.07,390.07,3,1,2,a,312,6,silver
5269,17615.0,137,7,725.7,103.67,2,3,2,d,232,7,silver
5270,17616.0,180,4,1060.8,265.2,2,2,3,b,223,7,silver
5271,17617.0,565,2,237.28,118.64,1,1,1,d,111,3,bronze
5272,17618.0,12,13,4047.94,311.38,4,4,4,b,444,12,platinum
5273,17619.0,319,1,218.52,218.52,2,1,1,c,211,4,bronze
5274,17620.0,66,1,81.44,81.44,3,1,1,d,311,5,bronze
5275,17621.0,28,8,3029.32,378.67,4,3,4,a,434,11,platinum
5276,17622.0,603,3,1125.17,375.06,1,2,3,a,123,6,silver
5277,17623.0,39,7,2383.67,340.52,3,3,4,b,334,10,gold
5278,17624.0,21,4,1568.63,392.16,4,2,3,a,423,9,gold
5279,17625.0,25,8,6067.8,758.47,4,3,4,a,434,11,platinum
5280,17626.0,609,1,254.0,254.0,1,1,1,b,111,3,bronze
5281,17627.0,485,2,285.11,142.56,1,1,1,d,111,3,bronze
5282,17628.0,88,1,75.75,75.75,3,1,1,d,311,5,bronze
5283,17629.0,12,11,2425.52,220.5,4,4,4,c,444,12,platinum
5284,17630.0,176,2,503.6,251.8,2,1,2,b,212,5,bronze
5285,17631.0,8,7,998.49,142.64,4,3,3,d,433,10,gold
5286,17632.0,724,2,-12.7,-6.35,1,1,1,d,111,3,bronze
5287,17633.0,38,9,1974.89,219.43,3,4,3,c,343,10,gold
5288,17634.0,43,9,2361.97,262.44,3,4,4,b,344,11,platinum
5289,17635.0,431,4,1256.83,314.21,1,2,3,b,123,6,silver
5290,17636.0,15,2,265.93,132.97,4,1,1,d,411,6,silver
5291,17637.0,38,2,547.06,273.53,3,1,2,b,312,6,silver
5292,17638.0,654,2,842.4,421.2,1,1,2,a,112,4,bronze
5293,17639.0,283,6,615.17,102.53,2,3,2,d,232,7,silver
5294,17640.0,93,8,3107.59,388.45,3,3,4,a,334,10,gold
5295,17641.0,745,1,-6.95,-6.95,1,1,1,d,111,3,bronze
5296,17642.0,126,5,1824.49,364.9,2,3,3,a,233,8,gold
5297,17643.0,380,2,541.25,270.62,2,1,2,b,212,5,bronze
5298,17644.0,8,28,5864.54,209.45,4,4,4,c,444,12,platinum
5299,17645.0,735,1,-9.9,-9.9,1,1,1,d,111,3,bronze
5300,17646.0,226,16,4094.16,255.89,2,4,4,b,244,10,gold
5301,17647.0,72,3,331.66,110.55,3,2,2,d,322,7,silver
5302,17648.0,67,6,2208.42,368.07,3,3,4,a,334,10,gold
5303,17649.0,141,5,1542.44,308.49,2,3,3,b,233,8,gold
5304,17650.0,28,1,166.08,166.08,4,1,1,c,411,6,silver
5305,17651.0,18,22,5632.59,256.03,4,4,4,b,444,12,platinum
5306,17652.0,32,18,4737.13,263.17,3,4,4,b,344,11,platinum
5307,17653.0,36,5,1175.88,235.18,3,3,3,b,333,9,gold
5308,17654.0,284,1,117.55,117.55,2,1,1,d,211,4,bronze
5309,17655.0,17,10,3585.28,358.53,4,4,4,a,444,12,platinum
5310,17656.0,80,5,1674.69,334.94,3,3,3,b,333,9,gold
5311,17657.0,437,1,126.0,126.0,1,1,1,d,111,3,bronze
5312,17658.0,17,3,485.88,161.96,4,2,2,c,422,8,gold
5313,17659.0,10,17,3784.13,222.6,4,4,4,c,444,12,platinum
5314,17660.0,148,2,359.47,179.73,2,1,2,c,212,5,bronze
5315,17661.0,648,1,-54.0,-54.0,1,1,1,d,111,3,bronze
5316,17662.0,668,2,412.92,206.46,1,1,2,c,112,4,bronze
5317,17663.0,32,23,5081.04,220.91,3,4,4,c,344,11,platinum
5318,17664.0,25,4,1166.23,291.56,4,2,3,b,423,9,gold
5319,17665.0,500,1,563.1,563.1,1,1,2,a,112,4,bronze
5320,17666.0,10,5,2047.8,409.56,4,3,3,a,433,10,gold
5321,17667.0,73,12,3883.8,323.65,3,4,4,b,344,11,platinum
5322,17668.0,8,2,347.75,173.87,4,1,2,c,412,7,silver
5323,17669.0,49,10,6142.35,614.23,3,4,4,a,344,11,platinum
5324,17670.0,234,1,205.7,205.7,2,1,1,c,211,4,bronze
5325,17671.0,22,7,2114.71,302.1,4,3,3,b,433,10,gold
5326,17672.0,50,9,5707.08,634.12,3,4,4,a,344,11,platinum
5327,17673.0,8,15,4216.33,281.09,4,4,4,b,444,12,platinum
5328,17674.0,81,2,851.7,425.85,3,1,3,a,313,7,silver
5329,17675.0,8,90,37605.84,417.84,4,4,4,a,444,12,platinum
5330,17676.0,11,13,2722.52,209.42,4,4,4,c,444,12,platinum
5331,17677.0,8,91,35866.63,394.14,4,4,4,a,444,12,platinum
5332,17678.0,270,3,579.81,193.27,2,2,2,c,222,6,silver
5333,17679.0,59,11,3166.56,287.87,3,4,4,b,344,11,platinum
5334,17680.0,30,4,462.5,115.62,4,2,2,d,422,8,gold
5335,17681.0,604,6,529.6,88.27,1,3,2,d,132,6,silver
5336,17682.0,17,12,4441.78,370.15,4,4,4,a,444,12,platinum
5337,17683.0,392,3,819.01,273.0,1,2,2,b,122,5,bronze
5338,17684.0,50,1,239.41,239.41,3,1,1,b,311,5,bronze
5339,17685.0,23,14,5928.17,423.44,4,4,4,a,444,12,platinum
5340,17686.0,14,9,8296.81,921.87,4,4,4,a,444,12,platinum
5341,17687.0,427,1,432.68,432.68,1,1,2,a,112,4,bronze
5342,17688.0,381,2,286.5,143.25,2,1,1,d,211,4,bronze
5343,17689.0,395,2,317.08,158.54,1,1,1,c,111,3,bronze
5344,17690.0,37,21,7438.6,354.22,3,4,4,b,344,11,platinum
5345,17691.0,365,5,769.85,153.97,2,3,2,c,232,7,silver
5346,17692.0,134,14,2962.4,211.6,2,4,4,c,244,10,gold
5347,17693.0,143,3,187.02,62.34,2,2,1,d,221,5,bronze
5348,17694.0,148,3,1695.97,565.32,2,2,3,a,223,7,silver
5349,17695.0,138,6,1720.54,286.76,2,3,3,b,233,8,gold
5350,17696.0,45,48,7380.89,153.77,3,4,4,c,344,11,platinum
5351,17697.0,243,1,338.95,338.95,2,1,2,b,212,5,bronze
5352,17698.0,267,1,154.95,154.95,2,1,1,c,211,4,bronze
5353,17699.0,483,2,442.0,221.0,1,1,2,c,112,4,bronze
5354,17700.0,23,17,6630.87,390.05,4,4,4,a,444,12,platinum
5355,17701.0,259,1,417.95,417.95,2,1,2,a,212,5,bronze
5356,17702.0,37,9,2911.79,323.53,3,4,4,b,344,11,platinum
5357,17703.0,42,4,1094.84,273.71,3,2,3,b,323,8,gold
5358,17704.0,175,2,885.19,442.59,2,1,3,a,213,6,silver
5359,17705.0,10,12,2041.5,170.12,4,4,3,c,443,11,platinum
5360,17706.0,11,43,19543.9,454.51,4,4,4,a,444,12,platinum
5361,17707.0,192,9,605.05,67.23,2,4,2,d,242,8,gold
5362,17708.0,194,4,887.93,221.98,2,2,3,c,223,7,silver
5363,17709.0,176,5,671.01,134.2,2,3,2,d,232,7,silver
5364,17710.0,430,1,293.5,293.5,1,1,1,b,111,3,bronze
5365,17711.0,17,2,385.1,192.55,4,1,2,c,412,7,silver
5366,17712.0,51,1,522.91,522.91,3,1,2,a,312,6,silver
5367,17713.0,389,4,1198.09,299.52,1,2,3,b,123,6,silver
5368,17714.0,327,9,1376.58,152.95,2,4,3,c,243,9,gold
